text,label
thulaganyo o dira kgalefo,0
tokololo o dira dikgwetlho,0
Batho ba kutlwelobotlhoko thuto,2
ditshwanelo o kae,1
ikonomi o kae,1
Batho ba bua ka boeteledipele,1
Re itse palamente,1
Re itse dikgethololo,1
mmuso o dira bogale,0
Ke boitumelo setšhaba,2
Batho ba sentle batho,2
polotiki o kae,1
Ke rata tonakgolo,2
boitekanelo e kgalefo thata,0
Ke boammaaruri ditshwanelo,2
Batho ba bogale mmuso,0
batho o dira bosula,0
palamente e teng,1
Re tlhokafalo ka polotiki,0
Batho ba hutsafala puso,0
mmuso o dira kgotso,2
Re kagiso ka ikonomi,2
Ke tlhokafalo lekgotla,0
Batho ba rata tonakgolo,2
ikonomi o dira hutsafala,0
tonakgolo o dira bogale,0
ditshwanelo o kae,1
Batho ba itumelela puso,2
ditshwanelo e sentle thata,2
batho e siame thata,2
Re monate ka kgethololo,2
kgethololo o dira tlhong,0
Batho ba bua ka batho,1
Ke sentle boitekanelo,2
mmuso o kae,1
tshiamelo o dira dikgwetlho,0
Re sentle ka tokololo,2
Re itse ikonomi,1
Batho ba bogale palamente,0
batho o kae,1
molao o dira kutlwelobotlhoko,2
boeteledipele e teng,1
Batho ba bua ka puso,1
Ke kgotso ditshwanelo,2
polotiki o dira kagiso,2
Batho ba bua ka batho,1
molao o dira itumelela,2
Ke bona ikonomi,1
batho e hutsafala thata,0
Re kagiso ka ikonomi,2
Batho ba boitumelo kgethololo,2
Batho ba bua ka dikgethololo,1
Batho ba boitumelo lekgotla,2
Re tlhokafalo ka tshiamelo,0
Re kgalefo ka boeteledipele,0
Ke bona lekgotla,1
Batho ba kgotso ikonomi,2
Re itse polotiki,1
thuto o dira kgotla,2
dikgethololo e tlhokafalo thata,0
tokololo e molemo thata,2
Ke boikepo tokololo,0
Batho ba bua ka ikonomi,1
dikgethololo o kae,1
tokololo o dira tlhong,0
Re hutsafala ka modulasetilo,0
ditshwanelo o kae,1
polotiki e teng,1
Ke boitumelo tshiamelo,2
Ke monate tshiamelo,2
setšhaba e tlhong thata,0
Re itse tonakgolo,1
Batho ba rata ditshwanelo,2
dikgethololo e bogale thata,0
Ke pabalesego boitekanelo,2
Ke bona setšhaba,1
Batho ba bua ka boitekanelo,1
boeteledipele e maswe thata,0
ditshwanelo o dira boferefere,0
Re boammaaruri ka modulasetilo,2
Batho ba bua ka tshiamelo,1
polotiki o dira boferefere,0
Ke boikepo thulaganyo,0
boeteledipele e molemo thata,2
setšhaba o dira bosula,0
Ke botoka batho,2
Ke tlhong boeteledipele,0
Batho ba kagiso batho,2
tonakgolo o kae,1
setšhaba e tlhaelo thata,0
boitekanelo o dira kgalefo,0
Ke boitumelo boeteledipele,2
Re tlhaelo ka palamente,0
batho o kae,1
Batho ba bua ka kgethololo,1
Batho ba tlhokafalo setšhaba,0
dikgethololo o kae,1
mmuso e kgatelelo thata,0
thuto e botlhoko thata,0
boitekanelo e teng,1
tshiamelo o dira dikgwetlho,0
Re itse thulaganyo,1
Batho ba rata tshiamelo,2
Re itse polotiki,1
polotiki o kae,1
Re itse palamente,1
Ke bona ditshwanelo,1
ditshwanelo e teng,1
Batho ba maswe kgethololo,0
molao o dira botoka,2
polotiki o dira hutsafala,0
tonakgolo o dira kgatelelo,0
Batho ba bua ka dikgethololo,1
Batho ba sentle thulaganyo,2
Ke molemo boeteledipele,2
kgethololo e boferefere thata,0
Re botoka ka mmuso,2
Ke bona molao,1
kgethololo e teng,1
Re bosula ka molao,0
Re itse boitekanelo,1
tokololo e boikepo thata,0
dikgethololo o dira kutlwelobotlhoko,0
boeteledipele o dira pabalesego,2
Re itse dikgethololo,1
tshiamelo o dira kgotso,2
Re itse mmuso,1
Re boferefere ka mmuso,0
ditshwanelo e kgotso thata,2
kgethololo e molemo thata,2
Batho ba kgalefo setšhaba,0
boeteledipele e teng,1
Batho ba kgatelelo setšhaba,0
Batho ba kutlwelobotlhoko tokololo,0
Ke siame setšhaba,2
Batho ba botlhoko boeteledipele,0
Ke kgotla palamente,2
boitekanelo o dira tshiamo,2
Batho ba bua ka ditshwanelo,1
Batho ba bua ka boeteledipele,1
puso e pabalesego thata,2
Re bogale ka batho,0
Re tlhokafalo ka ikonomi,0
tonakgolo o dira tlhokafalo,0
Re maswe ka thulaganyo,0
Re itse molao,1
Ke thabo boitekanelo,2
Ke pabalesego tshiamelo,2
tshiamelo o dira kgatelelo,0
boeteledipele o dira molemo,2
Batho ba botlhoko molao,0
Ke tshiamo kgethololo,2
Batho ba kgotla dikgethololo,2
thuto e bogale thata,0
molao o dira thabo,2
thulaganyo o kae,1
tokololo e bogale thata,0
tokololo o dira kgatelelo,0
Re mathata ka molao,0
molao o dira thabo,2
Re boferefere ka tokololo,0
Ke bona tshiamelo,1
Re itse mmuso,1
Batho ba tlhaelo tokololo,0
Re itse tshiamelo,1
Re pabalesego ka lekgotla,2
kgethololo e kutlwelobotlhoko thata,2
Batho ba tshiamo molao,2
tonakgolo e teng,1
Re molemo ka tokololo,2
Re kutlwelobotlhoko ka puso,2
Batho ba bogale molao,0
Re itse boitekanelo,1
Re boikepo ka ikonomi,0
Batho ba kgotla mmuso,2
Re itse ditshwanelo,1
Ke kgatelelo thulaganyo,0
tshiamelo e teng,1
Ke boammaaruri tshiamelo,2
Batho ba siame boitekanelo,2
Re tlhong ka polotiki,0
Batho ba bua ka mmuso,1
ditshwanelo e molemo thata,2
Ke hutsafala setšhaba,0
boitekanelo e teng,1
Batho ba siame molao,2
Ke tshiamo puso,2
ditshwanelo o dira boitumelo,2
Batho ba bogale thuto,0
polotiki e monate thata,2
kgethololo e teng,1
kgethololo o dira kagiso,2
boitekanelo e teng,1
Ke pabalesego tokololo,2
boeteledipele o dira botoka,2
Batho ba boferefere boitekanelo,0
Batho ba bua ka molao,1
dikgethololo e kgotla thata,2
puso o kae,1
Ke bona thulaganyo,1
Batho ba pabalesego boitekanelo,2
Batho ba itumelela polotiki,2
ikonomi o dira rata,2
tokololo o kae,1
Ke thabo ikonomi,2
lekgotla o dira kagiso,2
Re tlhong ka setšhaba,0
polotiki e teng,1
Ke hutsafala puso,0
batho e teng,1
Re itse kgethololo,1
Batho ba itumelela ikonomi,2
setšhaba e boikepo thata,0
Batho ba kutlwelobotlhoko modulasetilo,0
batho e botlhoko thata,0
Batho ba bua ka thulaganyo,1
Ke bona ditshwanelo,1
Ke hutsafala ditshwanelo,0
Ke bona boeteledipele,1
Re botoka ka mmuso,2
ikonomi o dira monate,2
palamente e maswe thata,0
kgethololo e kutlwelobotlhoko thata,2
tokololo e botlhoko thata,0
Ke kgotso molao,2
palamente o dira botlhoko,0
Re itse tonakgolo,1
boitekanelo e siame thata,2
Ke bosula polotiki,0
Batho ba pabalesego tokololo,2
Batho ba kgotla tshiamelo,2
Ke kgotso boitekanelo,2
Batho ba boammaaruri puso,2
boeteledipele o dira kgatelelo,0
molao o kae,1
Re boammaaruri ka ikonomi,2
Batho ba kagiso modulasetilo,2
Ke kgalefo tshiamelo,0
Batho ba bogale puso,0
Ke tshiamo thulaganyo,2
boeteledipele o dira pabalesego,2
Batho ba bua ka polotiki,1
Ke molemo lekgotla,2
Batho ba bua ka setšhaba,1
Re kutlwelobotlhoko ka palamente,0
kgethololo e itumelela thata,2
Batho ba rata lekgotla,2
Ke boammaaruri molao,2
thulaganyo e itumelela thata,2
Ke bona palamente,1
Batho ba hutsafala setšhaba,0
Re kgatelelo ka batho,0
modulasetilo e tlhokafalo thata,0
dikgethololo e teng,1
dikgethololo e molemo thata,2
polotiki e pabalesego thata,2
Ke hutsafala tonakgolo,0
Re sentle ka polotiki,2
ditshwanelo o dira thabo,2
Batho ba botlhoko dikgethololo,0
puso o dira dikgwetlho,0
setšhaba o dira boikepo,0
Re pabalesego ka modulasetilo,2
Batho ba bogale boeteledipele,0
Ke bona tonakgolo,1
Ke rata setšhaba,2
dikgethololo o kae,1
Re kutlwelobotlhoko ka modulasetilo,2
tokololo o kae,1
puso e tlhong thata,0
modulasetilo o dira rata,2
setšhaba o dira thabo,2
polotiki e tlhokafalo thata,0
Ke kgalefo mmuso,0
thulaganyo o dira boikepo,0
Ke kgotso tonakgolo,2
Ke tlhaelo polotiki,0
puso o dira rata,2
tonakgolo e kagiso thata,2
Re kgotso ka boeteledipele,2
Batho ba maswe polotiki,0
puso e pabalesego thata,2
polotiki o dira tlhong,0
Ke bona ditshwanelo,1
Batho ba boitumelo tonakgolo,2
Batho ba kgalefo polotiki,0
mmuso o dira molemo,2
Ke tshiamo boitekanelo,2
boitekanelo e bogale thata,0
Re maswe ka thuto,0
Ke dikgwetlho modulasetilo,0
Ke boikepo thulaganyo,0
tokololo e teng,1
palamente o kae,1
Re siame ka polotiki,2
Re itse polotiki,1
Batho ba kgatelelo puso,0
Ke mathata tonakgolo,0
thulaganyo e itumelela thata,2
molao e kgatelelo thata,0
dikgethololo e teng,1
Ke bosula thuto,0
Re itse polotiki,1
Ke boferefere dikgethololo,0
Re itumelela ka tokololo,2
molao e kgotso thata,2
modulasetilo o kae,1
Batho ba tlhong thulaganyo,0
Ke hutsafala thuto,0
boitekanelo e sentle thata,2
Batho ba bua ka dikgethololo,1
Re itse puso,1
Ke bona puso,1
modulasetilo o dira pabalesego,2
Batho ba bua ka mmuso,1
boitekanelo e dikgwetlho thata,0
Re sentle ka polotiki,2
Batho ba kagiso lekgotla,2
Batho ba tlhong mmuso,0
tshiamelo e teng,1
Re rata ka tonakgolo,2
batho e molemo thata,2
mmuso o kae,1
Re kgatelelo ka tshiamelo,0
Batho ba boikepo tshiamelo,0
boitekanelo o kae,1
Re itse puso,1
Ke tlhaelo thulaganyo,0
mmuso e teng,1
Ke kgotla setšhaba,2
Re rata ka setšhaba,2
Re botoka ka lekgotla,2
Re kgotso ka modulasetilo,2
Re molemo ka puso,2
mmuso e teng,1
Batho ba kgotso kgethololo,2
Ke tlhokafalo batho,0
ikonomi o dira hutsafala,0
Re dikgwetlho ka thulaganyo,0
mmuso o kae,1
mmuso e maswe thata,0
Ke bona palamente,1
Re bogale ka batho,0
Ke bosula dikgethololo,0
lekgotla e tlhong thata,0
Re itumelela ka mmuso,2
Re itse dikgethololo,1
Re itse mmuso,1
Re thabo ka modulasetilo,2
Ke bona mmuso,1
Batho ba sentle tonakgolo,2
Batho ba hutsafala boitekanelo,0
Batho ba boferefere modulasetilo,0
tshiamelo e molemo thata,2
Re molemo ka palamente,2
Re molemo ka boitekanelo,2
thuto e teng,1
Ke kagiso modulasetilo,2
tshiamelo e teng,1
Re botoka ka kgethololo,2
Ke itumelela dikgethololo,2
Re kgotla ka tokololo,2
Batho ba bua ka thulaganyo,1
boeteledipele e siame thata,2
ditshwanelo e botoka thata,2
Re itse setšhaba,1
tokololo o dira kutlwelobotlhoko,0
setšhaba e teng,1
Re tlhong ka ikonomi,0
Re kgotla ka thuto,2
puso o dira thabo,2
Ke boitumelo modulasetilo,2
tshiamelo e monate thata,2
boitekanelo o kae,1
Re pabalesego ka boitekanelo,2
Re boikepo ka palamente,0
tonakgolo e botlhoko thata,0
lekgotla e teng,1
modulasetilo o dira maswe,0
Ke bosula molao,0
kgethololo e tlhong thata,0
Re bogale ka modulasetilo,0
palamente e bogale thata,0
palamente e tlhokafalo thata,0
Ke bona boitekanelo,1
modulasetilo o kae,1
Ke tlhaelo palamente,0
tokololo e kgotso thata,2
Ke bona modulasetilo,1
Re itse palamente,1
Ke kutlwelobotlhoko puso,0
Batho ba thabo molao,2
Ke bona palamente,1
Re kgatelelo ka boitekanelo,0
tshiamelo o dira bosula,0
Re bogale ka molao,0
Re itse palamente,1
Re sentle ka boeteledipele,2
molao o kae,1
batho e bogale thata,0
Re bosula ka puso,0
boitekanelo e teng,1
Re kutlwelobotlhoko ka batho,2
molao o dira boikepo,0
Ke sentle polotiki,2
Ke kgotla tokololo,2
ditshwanelo e rata thata,2
setšhaba e kgotla thata,2
Ke dikgwetlho tokololo,0
thulaganyo o kae,1
Batho ba bua ka boeteledipele,1
Batho ba tlhong boitekanelo,0
Batho ba kagiso modulasetilo,2
modulasetilo e teng,1
Ke bona thuto,1
tokololo o kae,1
ikonomi e boferefere thata,0
thulaganyo o dira boikepo,0
Ke botoka thuto,2
thuto e kgatelelo thata,0
setšhaba o dira tlhaelo,0
Ke bogale tshiamelo,0
Re itse thuto,1
batho e molemo thata,2
Re itse puso,1
Batho ba bua ka tokololo,1
Batho ba maswe dikgethololo,0
kgethololo o dira siame,2
mmuso o kae,1
ditshwanelo e itumelela thata,2
Re kagiso ka tonakgolo,2
Ke tlhokafalo palamente,0
Ke bona tokololo,1
Ke kagiso thulaganyo,2
Batho ba mathata polotiki,0
Batho ba botlhoko modulasetilo,0
Re itse puso,1
batho e bosula thata,0
Batho ba bua ka mmuso,1
palamente o dira boammaaruri,2
tokololo o dira botlhoko,0
boitekanelo o dira thabo,2
Batho ba boitumelo thuto,2
Re itse boitekanelo,1
Re kutlwelobotlhoko ka palamente,0
Ke tshiamo ditshwanelo,2
tonakgolo e botoka thata,2
Batho ba bua ka dikgethololo,1
boeteledipele e bogale thata,0
Batho ba kgatelelo ditshwanelo,0
puso o kae,1
boeteledipele e monate thata,2
Ke bona batho,1
ditshwanelo e teng,1
kgethololo e teng,1
Ke itumelela thuto,2
Re kutlwelobotlhoko ka ikonomi,2
boeteledipele o dira itumelela,2
Ke bona ikonomi,1
Ke kgatelelo mmuso,0
modulasetilo o dira hutsafala,0
boitekanelo o dira boitumelo,2
Ke siame boitekanelo,2
Batho ba rata batho,2
puso o dira tshiamo,2
polotiki e teng,1
tshiamelo o dira kutlwelobotlhoko,0
Ke monate batho,2
ditshwanelo o dira tlhong,0
thuto e boammaaruri thata,2
boitekanelo e kutlwelobotlhoko thata,2
Re molemo ka ikonomi,2
Batho ba bua ka boeteledipele,1
Batho ba bosula boeteledipele,0
Ke monate setšhaba,2
Re itse lekgotla,1
tshiamelo o dira rata,2
setšhaba e botoka thata,2
Ke monate thulaganyo,2
Batho ba monate thulaganyo,2
Batho ba molemo tshiamelo,2
Batho ba bua ka thulaganyo,1
kgethololo o dira tlhaelo,0
Ke tshiamo thulaganyo,2
ikonomi e botoka thata,2
Ke boferefere palamente,0
Batho ba bua ka mmuso,1
Re bosula ka tokololo,0
mmuso o dira hutsafala,0
puso o dira monate,2
Re tlhaelo ka puso,0
Ke bona mmuso,1
thuto o dira boferefere,0
Ke bona molao,1
setšhaba e kgatelelo thata,0
Re tshiamo ka tokololo,2
Batho ba botlhoko batho,0
kgethololo o kae,1
setšhaba e kgotla thata,2
tshiamelo o dira tshiamo,2
Re itse puso,1
puso e boitumelo thata,2
thuto e siame thata,2
Batho ba tlhokafalo tshiamelo,0
Re bogale ka boeteledipele,0
dikgethololo e molemo thata,2
thulaganyo e siame thata,2
boitekanelo o dira kgatelelo,0
dikgethololo e monate thata,2
Ke itumelela thulaganyo,2
Ke bona modulasetilo,1
Ke sentle tonakgolo,2
batho e teng,1
modulasetilo o dira kutlwelobotlhoko,0
Re itse dikgethololo,1
Batho ba monate ditshwanelo,2
modulasetilo e thabo thata,2
puso o kae,1
Ke maswe palamente,0
Re kagiso ka puso,2
Re bogale ka molao,0
Re itse kgethololo,1
Re molemo ka tonakgolo,2
Batho ba dikgwetlho ikonomi,0
Ke boammaaruri setšhaba,2
Ke bona kgethololo,1
boeteledipele e bosula thata,0
Batho ba bosula thuto,0
boitekanelo e tlhong thata,0
Ke thabo thuto,2
batho o dira maswe,0
Batho ba itumelela ikonomi,2
Re siame ka tonakgolo,2
setšhaba e kgalefo thata,0
tokololo e thabo thata,2
Ke itumelela dikgethololo,2
Re itse tshiamelo,1
setšhaba e tshiamo thata,2
Ke siame ditshwanelo,2
Ke bona puso,1
Ke tshiamo palamente,2
molao e kutlwelobotlhoko thata,2
Ke bona setšhaba,1
boeteledipele e teng,1
palamente o dira mathata,0
kgethololo o kae,1
Re itse tonakgolo,1
Batho ba kutlwelobotlhoko tokololo,2
palamente o dira bogale,0
Ke bona puso,1
polotiki o dira kgotso,2
Batho ba bua ka mmuso,1
lekgotla o dira boitumelo,2
kgethololo o kae,1
Re pabalesego ka kgethololo,2
Batho ba boitumelo puso,2
Ke siame thuto,2
Ke boferefere mmuso,0
palamente o dira mathata,0
Ke tshiamo ikonomi,2
setšhaba e kgalefo thata,0
thulaganyo o dira boitumelo,2
Ke maswe thuto,0
Ke bona lekgotla,1
Batho ba botlhoko thuto,0
Re boikepo ka tokololo,0
Batho ba rata tshiamelo,2
Batho ba sentle setšhaba,2
tonakgolo o kae,1
Ke molemo ikonomi,2
tokololo o dira kgalefo,0
tonakgolo o dira maswe,0
Batho ba thabo palamente,2
Re itse kgethololo,1
Ke bona kgethololo,1
Ke itumelela ditshwanelo,2
Re pabalesego ka modulasetilo,2
polotiki o kae,1
kgethololo e boitumelo thata,2
Re kgotla ka molao,2
dikgethololo e hutsafala thata,0
setšhaba e molemo thata,2
Batho ba kagiso polotiki,2
Ke bosula boitekanelo,0
Batho ba bua ka boitekanelo,1
Ke bona thulaganyo,1
polotiki o dira botoka,2
modulasetilo o kae,1
modulasetilo o dira boammaaruri,2
boitekanelo e pabalesego thata,2
boitekanelo e tlhaelo thata,0
boitekanelo o kae,1
palamente o kae,1
Re botlhoko ka kgethololo,0
Batho ba kgotso tshiamelo,2
Batho ba bua ka tokololo,1
boitekanelo e teng,1
Batho ba bua ka dikgethololo,1
Batho ba kutlwelobotlhoko thuto,2
thulaganyo o dira boikepo,0
kgethololo e hutsafala thata,0
Ke tlhokafalo tshiamelo,0
Batho ba bua ka tonakgolo,1
thuto e teng,1
Batho ba tlhokafalo batho,0
Re itse boeteledipele,1
Batho ba hutsafala molao,0
Batho ba boammaaruri polotiki,2
Re kgalefo ka ikonomi,0
Re dikgwetlho ka ditshwanelo,0
Batho ba maswe boitekanelo,0
Re tlhaelo ka ikonomi,0
kgethololo e teng,1
Batho ba pabalesego thuto,2
Re maswe ka ikonomi,0
tshiamelo o kae,1
Re tlhong ka palamente,0
Batho ba boferefere ikonomi,0
Ke bona polotiki,1
Batho ba kutlwelobotlhoko puso,0
Ke bona ditshwanelo,1
Ke hutsafala boitekanelo,0
Ke siame thuto,2
Batho ba bua ka puso,1
Ke bona thulaganyo,1
Ke bona puso,1
tokololo e hutsafala thata,0
boitekanelo e teng,1
Ke kutlwelobotlhoko thulaganyo,2
Batho ba bua ka modulasetilo,1
Batho ba thabo tokololo,2
Batho ba kutlwelobotlhoko polotiki,0
tokololo o kae,1
ditshwanelo o dira tshiamo,2
Ke pabalesego tonakgolo,2
boitekanelo e teng,1
Ke bona boeteledipele,1
palamente o dira kgotla,2
boeteledipele e pabalesego thata,2
palamente e kgatelelo thata,0
tokololo e pabalesego thata,2
Batho ba itumelela tokololo,2
Ke tlhaelo molao,0
Ke bona boitekanelo,1
Re kgatelelo ka boeteledipele,0
Re itse boitekanelo,1
Ke thabo boitekanelo,2
palamente e itumelela thata,2
kgethololo e teng,1
Ke bogale boitekanelo,0
Re dikgwetlho ka molao,0
puso o kae,1
Batho ba botoka mmuso,2
Re siame ka mmuso,2
boitekanelo o dira botlhoko,0
Re dikgwetlho ka dikgethololo,0
tshiamelo o dira dikgwetlho,0
Re itse puso,1
Ke kutlwelobotlhoko tshiamelo,2
Re itse kgethololo,1
Batho ba rata molao,2
Ke dikgwetlho thulaganyo,0
ikonomi o dira hutsafala,0
palamente o dira pabalesego,2
Batho ba dikgwetlho boeteledipele,0
Re botoka ka boitekanelo,2
Batho ba kutlwelobotlhoko thuto,2
Re itse kgethololo,1
Batho ba kgotso boitekanelo,2
puso e hutsafala thata,0
Re tlhong ka puso,0
Ke boikepo palamente,0
Ke bona modulasetilo,1
Re kgotso ka dikgethololo,2
palamente e molemo thata,2
boeteledipele e thabo thata,2
Re siame ka thulaganyo,2
tonakgolo e teng,1
Ke tlhong ditshwanelo,0
Ke kutlwelobotlhoko kgethololo,0
Batho ba kgotla puso,2
Ke bona tokololo,1
Re tlhokafalo ka tshiamelo,0
Re tshiamo ka tonakgolo,2
Ke bona polotiki,1
Batho ba bua ka puso,1
Re itse tokololo,1
Batho ba botoka tshiamelo,2
tshiamelo o dira boammaaruri,2
Batho ba hutsafala puso,0
batho e tlhaelo thata,0
Batho ba molemo polotiki,2
Re itse dikgethololo,1
Ke monate tonakgolo,2
Ke monate ditshwanelo,2
Ke botlhoko mmuso,0
Ke botoka dikgethololo,2
puso o kae,1
Ke bona thulaganyo,1
tonakgolo e teng,1
kgethololo e sentle thata,2
Batho ba kgotso molao,2
tokololo e tlhong thata,0
Ke itumelela dikgethololo,2
Ke bona puso,1
Batho ba mathata lekgotla,0
Re itse thulaganyo,1
Re hutsafala ka palamente,0
Batho ba bua ka lekgotla,1
Re kgotso ka polotiki,2
Ke boitumelo palamente,2
Batho ba kgatelelo setšhaba,0
Batho ba kgatelelo ditshwanelo,0
Re botoka ka molao,2
palamente e rata thata,2
Ke bona tonakgolo,1
palamente o dira tlhaelo,0
lekgotla e teng,1
Ke thabo ikonomi,2
Batho ba bua ka setšhaba,1
Batho ba bua ka ikonomi,1
tonakgolo e itumelela thata,2
Re boitumelo ka mmuso,2
lekgotla o kae,1
Batho ba bua ka tokololo,1
Re boitumelo ka tshiamelo,2
mmuso o kae,1
Ke boferefere tokololo,0
polotiki o kae,1
molao e teng,1
modulasetilo o kae,1
Ke bona puso,1
Batho ba boikepo ikonomi,0
Re mathata ka ditshwanelo,0
Re boitumelo ka batho,2
Re kutlwelobotlhoko ka batho,2
Ke thabo batho,2
Ke sentle tshiamelo,2
Ke boitumelo batho,2
Ke pabalesego puso,2
tokololo o kae,1
lekgotla o kae,1
Ke bona tokololo,1
Batho ba bua ka tonakgolo,1
