text,label
Batho ba boammaaruri boeteledipele,2
Re itse kgethololo,1
Re bogale ka dikgethololo,0
Ke bona tokololo,1
tshiamelo o dira itumelela,2
tokololo o kae,1
tokololo e bogale thata,0
ditshwanelo e lapile thata,0
Re bosula ka setšhaba,0
ditshwanelo e teng,1
ikonomi e tlhong thata,0
Ke thabo boeteledipele,2
Re tlhong ka ikonomi,0
boitekanelo e teng,1
lekgotla e tlhokafalo thata,0
tshiamelo e hutsafala thata,0
polotiki e boammaaruri thata,2
Batho ba sentle boeteledipele,2
Ke botlhoko thulaganyo,0
kgethololo e botoka thata,2
Ke boitumelo dikgethololo,2
Re hutsafala ka puso,0
Batho ba boitumelo ditshwanelo,2
batho o kae,1
Ke mathata tonakgolo,0
thuto o dira kgatelelo,0
mmuso e teng,1
thulaganyo o dira boferefere,0
mmuso e siame thata,2
Batho ba bua ka batho,1
Re itse tokololo,1
Re maswe ka tonakgolo,0
dikgethololo e botoka thata,2
Batho ba mathata polotiki,0
Ke bona ikonomi,1
Batho ba molemo lekgotla,2
Batho ba maswe thuto,0
puso o dira tlhokafalo,0
batho o kae,1
Batho ba bua ka ikonomi,1
ditshwanelo o dira kgalefo,0
Ke sentle tshiamelo,2
Re kutlwelobotlhoko ka puso,0
Ke molemo puso,2
Re kgotla ka tonakgolo,2
Re tshiamo ka modulasetilo,2
dikgethololo o dira lapile,0
Batho ba pabalesego puso,2
palamente o dira lapile,0
puso o kae,1
modulasetilo e dikgwetlho thata,0
Ke kagiso thuto,2
boeteledipele o dira dikgwetlho,0
boitekanelo o dira kgatelelo,0
boitekanelo e teng,1
Re kgalefo ka tshiamelo,0
Batho ba bua ka palamente,1
Re lapile ka thulaganyo,0
Batho ba boitumelo tshiamelo,2
mmuso o kae,1
dikgethololo o dira boferefere,0
thuto o dira tlhokafalo,0
Ke tlhaelo thulaganyo,0
Batho ba kgalefo tonakgolo,0
Ke bona thulaganyo,1
Re kutlwelobotlhoko ka batho,0
Batho ba hutsafala boitekanelo,0
Re itse tshiamelo,1
Ke bona thulaganyo,1
thulaganyo o kae,1
Re sentle ka tshiamelo,2
ditshwanelo e dikgwetlho thata,0
thuto o dira mathata,0
Batho ba tlhaelo ditshwanelo,0
Batho ba bua ka boitekanelo,1
tokololo e boitumelo thata,2
Ke lapile ikonomi,0
Ke bona ikonomi,1
Batho ba kgalefo batho,0
Re molemo ka tokololo,2
boeteledipele e botlhoko thata,0
dikgethololo e teng,1
Ke molemo kgethololo,2
Re siame ka thulaganyo,2
Batho ba bogale thuto,0
tokololo o dira tshiamo,2
Ke bona modulasetilo,1
Re boikepo ka lekgotla,0
Ke bosula boitekanelo,0
Batho ba molemo tonakgolo,2
Ke kgatelelo palamente,0
lekgotla e maswe thata,0
setšhaba o kae,1
Re tlhokafalo ka batho,0
Ke bona thuto,1
Ke kgotso tshiamelo,2
Ke boferefere tokololo,0
Ke bona polotiki,1
palamente o kae,1
Ke bona dikgethololo,1
Re boammaaruri ka boitekanelo,2
ditshwanelo e teng,1
Ke dikgwetlho batho,0
Ke bona ditshwanelo,1
Batho ba monate tshiamelo,2
thulaganyo o dira boitumelo,2
Batho ba boferefere molao,0
Batho ba siame dikgethololo,2
setšhaba e dikgwetlho thata,0
Batho ba tshiamo setšhaba,2
Ke boammaaruri tshiamelo,2
Ke kagiso ikonomi,2
tokololo o kae,1
Ke bona thulaganyo,1
Re itse puso,1
mmuso o kae,1
Batho ba bua ka puso,1
lekgotla e teng,1
modulasetilo o dira monate,2
tshiamelo e teng,1
mmuso e boammaaruri thata,2
Ke bona lekgotla,1
Ke bona ikonomi,1
mmuso e teng,1
Ke boferefere ikonomi,0
Ke bona tshiamelo,1
Ke kagiso thulaganyo,2
palamente e teng,1
Ke lapile ditshwanelo,0
kgethololo o dira mathata,0
Ke bogale mmuso,0
kgethololo e teng,1
Batho ba kgalefo puso,0
Batho ba bua ka boeteledipele,1
Ke kgotso tshiamelo,2
Re itse tshiamelo,1
ikonomi e teng,1
Batho ba dikgwetlho tshiamelo,0
ikonomi o dira tshiamo,2
Re hutsafala ka tokololo,0
thulaganyo o dira botoka,2
Batho ba kagiso thulaganyo,2
dikgethololo o kae,1
Re boikepo ka setšhaba,0
palamente e boitumelo thata,2
lekgotla o dira botlhoko,0
Re sentle ka lekgotla,2
Ke mathata modulasetilo,0
Batho ba kagiso dikgethololo,2
Ke bona thuto,1
batho e thabo thata,2
Ke bona polotiki,1
boitekanelo e teng,1
Batho ba sentle tshiamelo,2
Re kgotso ka boeteledipele,2
Batho ba molemo boeteledipele,2
Ke tlhokafalo molao,0
Re kutlwelobotlhoko ka thulaganyo,2
Re tshiamo ka tokololo,2
puso e kgatelelo thata,0
Re lapile ka tshiamelo,0
Re botlhoko ka modulasetilo,0
Re pabalesego ka thulaganyo,2
Ke tlhokafalo tshiamelo,0
kgethololo e botlhoko thata,0
Batho ba thabo batho,2
batho o dira kgatelelo,0
Ke bosula tonakgolo,0
kgethololo e teng,1
Ke bona tonakgolo,1
Ke pabalesego modulasetilo,2
Re hutsafala ka tonakgolo,0
Re kgotla ka modulasetilo,2
kgethololo o kae,1
Ke kgotso dikgethololo,2
Re kgotla ka modulasetilo,2
Re itse boitekanelo,1
Batho ba kgotla batho,2
modulasetilo o dira pabalesego,2
molao e bosula thata,0
Re bogale ka ditshwanelo,0
Ke bona ditshwanelo,1
Ke dikgwetlho thuto,0
Ke botoka modulasetilo,2
palamente e kgatelelo thata,0
ditshwanelo o dira boitumelo,2
Re monate ka boitekanelo,2
Ke bona thulaganyo,1
palamente e monate thata,2
Re kgotla ka tonakgolo,2
Batho ba bua ka ditshwanelo,1
ditshwanelo e boammaaruri thata,2
Re boikepo ka boeteledipele,0
tshiamelo o dira kgotso,2
molao o kae,1
modulasetilo o kae,1
Batho ba kutlwelobotlhoko palamente,2
thulaganyo e teng,1
Re molemo ka dikgethololo,2
Batho ba sentle kgethololo,2
tokololo o dira kutlwelobotlhoko,0
ikonomi e kgalefo thata,0
Re tlhong ka tshiamelo,0
Re itse ikonomi,1
boitekanelo o kae,1
Ke monate batho,2
ikonomi e teng,1
Ke tlhokafalo ditshwanelo,0
tonakgolo o dira lapile,0
palamente o kae,1
Batho ba dikgwetlho puso,0
Ke tlhokafalo ditshwanelo,0
thulaganyo o kae,1
Ke bona tokololo,1
Batho ba botoka lekgotla,2
Batho ba bua ka tokololo,1
Batho ba tlhaelo polotiki,0
Ke sentle boeteledipele,2
tonakgolo o dira boferefere,0
modulasetilo e teng,1
Re tlhaelo ka thulaganyo,0
tonakgolo e kutlwelobotlhoko thata,2
Ke dikgwetlho tshiamelo,0
ditshwanelo o dira botlhoko,0
Re botoka ka puso,2
Re kutlwelobotlhoko ka thulaganyo,0
Re siame ka dikgethololo,2
thuto o kae,1
Batho ba bua ka tonakgolo,1
Batho ba boikepo boeteledipele,0
Batho ba maswe boeteledipele,0
lekgotla e teng,1
setšhaba e botoka thata,2
molao e maswe thata,0
dikgethololo e dikgwetlho thata,0
Batho ba bua ka polotiki,1
Ke thabo thulaganyo,2
Ke tlhokafalo boeteledipele,0
dikgethololo e teng,1
Re itse polotiki,1
Batho ba kutlwelobotlhoko ditshwanelo,2
Batho ba bua ka boeteledipele,1
Batho ba bua ka setšhaba,1
Ke bona kgethololo,1
Ke bona ditshwanelo,1
Batho ba sentle lekgotla,2
Re itse kgethololo,1
Batho ba kutlwelobotlhoko tshiamelo,2
lekgotla e kagiso thata,2
ikonomi o kae,1
batho o dira boitumelo,2
tonakgolo o dira mathata,0
Ke bogale batho,0
Batho ba lapile kgethololo,0
ikonomi o kae,1
Batho ba bua ka boitekanelo,1
Ke tlhokafalo molao,0
polotiki o dira sentle,2
dikgethololo o dira rata,2
polotiki o dira tlhokafalo,0
Re boikepo ka polotiki,0
palamente e dikgwetlho thata,0
boitekanelo e teng,1
Batho ba bua ka kgethololo,1
Batho ba kgatelelo polotiki,0
Batho ba kgotla mmuso,2
kgethololo e teng,1
molao e kgatelelo thata,0
Re botoka ka polotiki,2
Batho ba bosula palamente,0
Re itse setšhaba,1
Re itse batho,1
Batho ba bua ka boitekanelo,1
Batho ba bua ka tonakgolo,1
Batho ba maswe ditshwanelo,0
Ke molemo setšhaba,2
kgethololo o dira boitumelo,2
Ke hutsafala setšhaba,0
Ke kagiso tonakgolo,2
Batho ba kgatelelo setšhaba,0
tonakgolo e teng,1
Ke bona thuto,1
Batho ba kagiso tokololo,2
Re itse polotiki,1
thulaganyo e tlhong thata,0
Ke kgotla setšhaba,2
Ke bona puso,1
Ke thabo thuto,2
Batho ba kagiso polotiki,2
Re siame ka puso,2
Ke bona thuto,1
boeteledipele e kgotso thata,2
Batho ba kagiso thulaganyo,2
Ke kagiso thulaganyo,2
Ke bona tokololo,1
Re itse tshiamelo,1
Ke boammaaruri tokololo,2
tshiamelo o kae,1
Re itse boitekanelo,1
setšhaba o dira mathata,0
ditshwanelo o dira itumelela,2
puso o dira thabo,2
ikonomi o dira rata,2
ikonomi e teng,1
palamente e teng,1
Batho ba mathata modulasetilo,0
Re itse tshiamelo,1
Ke itumelela dikgethololo,2
Batho ba pabalesego batho,2
Batho ba botoka dikgethololo,2
ditshwanelo o dira tlhaelo,0
Batho ba bua ka molao,1
puso o dira monate,2
Ke boferefere polotiki,0
Re itse kgethololo,1
Re kgatelelo ka modulasetilo,0
ikonomi o dira hutsafala,0
Batho ba botoka modulasetilo,2
Re itse palamente,1
thuto o dira boammaaruri,2
Batho ba dikgwetlho kgethololo,0
Ke bona puso,1
molao e pabalesego thata,2
puso e teng,1
Ke bona boitekanelo,1
Ke siame palamente,2
batho e teng,1
Re tshiamo ka mmuso,2
Re maswe ka mmuso,0
Batho ba boitumelo thuto,2
tokololo e teng,1
Batho ba siame mmuso,2
tshiamelo o dira tshiamo,2
Ke dikgwetlho puso,0
Ke boitumelo batho,2
puso e teng,1
Ke bona thulaganyo,1
Batho ba rata dikgethololo,2
thulaganyo o dira dikgwetlho,0
Ke boikepo batho,0
batho o dira boikepo,0
Ke bona polotiki,1
Ke monate tonakgolo,2
Batho ba bogale ditshwanelo,0
Re tlhokafalo ka modulasetilo,0
kgethololo e botoka thata,2
tokololo e teng,1
Batho ba bua ka tokololo,1
Re itse kgethololo,1
thulaganyo o dira kutlwelobotlhoko,0
Ke lapile ditshwanelo,0
tshiamelo e boitumelo thata,2
thulaganyo e kutlwelobotlhoko thata,0
Batho ba botoka polotiki,2
Re kagiso ka ditshwanelo,2
mmuso e tshiamo thata,2
boitekanelo e teng,1
lekgotla e teng,1
palamente e kutlwelobotlhoko thata,0
boitekanelo o dira lapile,0
puso o kae,1
thuto o dira tlhokafalo,0
ikonomi o dira boammaaruri,2
palamente o dira monate,2
thuto e siame thata,2
Re boitumelo ka modulasetilo,2
tshiamelo o dira mathata,0
Ke bona setšhaba,1
Ke dikgwetlho kgethololo,0
Ke botoka thulaganyo,2
Re kagiso ka boeteledipele,2
Ke lapile palamente,0
Re kgatelelo ka palamente,0
mmuso o dira kgalefo,0
Batho ba bua ka palamente,1
Re mathata ka ditshwanelo,0
Batho ba bua ka dikgethololo,1
Batho ba monate puso,2
Re tlhaelo ka molao,0
puso o dira kutlwelobotlhoko,2
tonakgolo o dira dikgwetlho,0
mmuso o kae,1
Batho ba kgotso ditshwanelo,2
batho o dira rata,2
Batho ba kgotla mmuso,2
thulaganyo o kae,1
Ke boammaaruri boeteledipele,2
setšhaba o dira botoka,2
thulaganyo o kae,1
Batho ba monate setšhaba,2
molao o dira pabalesego,2
dikgethololo o dira tlhokafalo,0
Ke tlhaelo mmuso,0
Re mathata ka ikonomi,0
polotiki o kae,1
Batho ba monate modulasetilo,2
thuto e teng,1
Re dikgwetlho ka thuto,0
Batho ba mathata polotiki,0
Re kutlwelobotlhoko ka dikgethololo,0
Re kgatelelo ka setšhaba,0
Batho ba kgalefo dikgethololo,0
Re bosula ka batho,0
tshiamelo o kae,1
dikgethololo o kae,1
Batho ba itumelela mmuso,2
molao o dira tlhong,0
Batho ba siame tonakgolo,2
dikgethololo e dikgwetlho thata,0
tshiamelo e pabalesego thata,2
Ke botlhoko setšhaba,0
ikonomi e teng,1
Ke itumelela dikgethololo,2
Ke sentle thulaganyo,2
Batho ba molemo molao,2
Batho ba bua ka kgethololo,1
Batho ba bua ka tshiamelo,1
Ke sentle modulasetilo,2
Ke lapile thuto,0
tokololo o kae,1
Re molemo ka tonakgolo,2
Ke bona tonakgolo,1
Re rata ka batho,2
molao e kgalefo thata,0
tokololo o dira botlhoko,0
Batho ba rata ditshwanelo,2
Batho ba botlhoko palamente,0
Re itse ikonomi,1
Batho ba boammaaruri palamente,2
Batho ba bua ka dikgethololo,1
tokololo e molemo thata,2
thulaganyo o kae,1
boeteledipele e hutsafala thata,0
Ke kgotso mmuso,2
Ke bona tonakgolo,1
Ke bona palamente,1
Re itse tonakgolo,1
Batho ba bua ka boitekanelo,1
kgethololo e teng,1
