text,label
Batho ba tlhong boeteledipele,0
Ke tlhokafalo mmuso,0
Batho ba sentle modulasetilo,2
Batho ba pabalesego lekgotla,2
Batho ba bua ka boeteledipele,1
setšhaba o dira maswe,0
Ke bona palamente,1
Re botlhoko ka batho,0
Ke dikgwetlho dikgethololo,0
Ke bona tshiamelo,1
molao o kae,1
tonakgolo o dira pabalesego,2
molao o dira siame,2
Ke thabo molao,2
Re itse tshiamelo,1
Re tlhokafalo ka ikonomi,0
Ke boammaaruri polotiki,2
Batho ba kgotla batho,2
thulaganyo o kae,1
Ke tlhaelo kgethololo,0
Re molemo ka mmuso,2
Re boitumelo ka thulaganyo,2
Ke bona molao,1
Re botlhoko ka kgethololo,0
ikonomi o kae,1
Re botoka ka puso,2
Ke tlhaelo thulaganyo,0
Ke boitumelo batho,2
ditshwanelo o dira botlhoko,0
Re mathata ka dikgethololo,0
puso e mathata thata,0
Ke pabalesego thuto,2
Ke dikgwetlho polotiki,0
Ke siame modulasetilo,2
Ke bona batho,1
Re thabo ka dikgethololo,2
palamente e teng,1
Re dikgwetlho ka lekgotla,0
Re maswe ka ditshwanelo,0
Re molemo ka palamente,2
dikgethololo o dira tlhaelo,0
Batho ba tlhong tshiamelo,0
Ke rata molao,2
Ke bona tshiamelo,1
Re itse mmuso,1
Ke monate mmuso,2
puso e teng,1
Re kutlwelobotlhoko ka lekgotla,2
Re pabalesego ka polotiki,2
molao o kae,1
modulasetilo o kae,1
lekgotla o kae,1
Re kutlwelobotlhoko ka palamente,2
Re tlhong ka tokololo,0
Ke mathata kgethololo,0
Batho ba siame lekgotla,2
Re tlhaelo ka thuto,0
polotiki e monate thata,2
Re itse polotiki,1
Ke bosula lekgotla,0
ikonomi o dira kutlwelobotlhoko,2
lekgotla e kagiso thata,2
Re itse polotiki,1
Batho ba bua ka batho,1
Batho ba tshiamo tonakgolo,2
mmuso o kae,1
dikgethololo e kutlwelobotlhoko thata,0
boitekanelo o dira itumelela,2
tshiamelo o dira tlhong,0
thuto o dira boammaaruri,2
Ke boferefere puso,0
Batho ba bua ka thuto,1
Ke botlhoko batho,0
puso e boammaaruri thata,2
tokololo o dira kgotso,2
puso e tlhaelo thata,0
puso e botoka thata,2
Re siame ka tonakgolo,2
Re maswe ka ikonomi,0
tshiamelo e kutlwelobotlhoko thata,0
Re kutlwelobotlhoko ka tonakgolo,0
Batho ba hutsafala kgethololo,0
Re maswe ka boitekanelo,0
Batho ba bua ka lekgotla,1
Re itse tonakgolo,1
Ke botoka batho,2
Batho ba bua ka tonakgolo,1
Ke bona boitekanelo,1
Re kgalefo ka ditshwanelo,0
ikonomi o dira maswe,0
Ke bona tonakgolo,1
mmuso o dira itumelela,2
Re itse lekgotla,1
modulasetilo e kgalefo thata,0
ikonomi e tlhokafalo thata,0
Ke maswe ditshwanelo,0
puso o dira kgalefo,0
Batho ba bua ka ditshwanelo,1
Re itse lekgotla,1
tonakgolo o dira mathata,0
Re botlhoko ka setšhaba,0
Re dikgwetlho ka puso,0
Ke itumelela batho,2
Ke tlhong boeteledipele,0
Ke botoka dikgethololo,2
Ke bona ditshwanelo,1
molao e boikepo thata,0
Ke siame ikonomi,2
Batho ba mathata dikgethololo,0
Re kutlwelobotlhoko ka polotiki,0
ditshwanelo o dira bosula,0
Re kutlwelobotlhoko ka modulasetilo,0
boeteledipele e rata thata,2
Batho ba pabalesego dikgethololo,2
setšhaba o dira kgalefo,0
ikonomi e teng,1
thuto o dira kgatelelo,0
Re itse modulasetilo,1
Ke pabalesego setšhaba,2
Ke bona ditshwanelo,1
modulasetilo o kae,1
tokololo o dira maswe,0
tshiamelo o dira boikepo,0
modulasetilo o kae,1
ditshwanelo e tlhokafalo thata,0
Re bogale ka thulaganyo,0
polotiki e tlhokafalo thata,0
Re pabalesego ka setšhaba,2
ikonomi o kae,1
Batho ba bosula modulasetilo,0
tonakgolo e teng,1
Re itse boitekanelo,1
Batho ba dikgwetlho tshiamelo,0
Ke itumelela modulasetilo,2
tokololo e kgalefo thata,0
boeteledipele e monate thata,2
molao e boferefere thata,0
Re itse tshiamelo,1
Ke monate polotiki,2
tonakgolo o dira monate,2
ikonomi e kgalefo thata,0
molao o dira boferefere,0
ikonomi e kgalefo thata,0
Re itse thulaganyo,1
thuto e mathata thata,0
Re itse boitekanelo,1
ditshwanelo o dira tshiamo,2
Re itse setšhaba,1
Batho ba botoka puso,2
Re itse tonakgolo,1
Ke molemo modulasetilo,2
Re bogale ka kgethololo,0
modulasetilo o dira monate,2
ikonomi o dira sentle,2
Re itse kgethololo,1
Ke mathata tshiamelo,0
ikonomi e teng,1
tonakgolo o kae,1
Batho ba bua ka thuto,1
tshiamelo e kgalefo thata,0
Batho ba pabalesego mmuso,2
thulaganyo o dira kgalefo,0
molao e kagiso thata,2
palamente o kae,1
boeteledipele o kae,1
Ke rata setšhaba,2
molao o kae,1
Batho ba bua ka lekgotla,1
Batho ba bua ka palamente,1
tokololo o kae,1
tokololo o kae,1
Re dikgwetlho ka thuto,0
Re mathata ka thuto,0
Re molemo ka batho,2
Ke hutsafala boeteledipele,0
molao o kae,1
Ke tshiamo thuto,2
modulasetilo o dira boitumelo,2
Re botlhoko ka tonakgolo,0
Re itse tshiamelo,1
setšhaba e kutlwelobotlhoko thata,2
Ke botoka ditshwanelo,2
tshiamelo o dira hutsafala,0
Ke kagiso puso,2
Ke pabalesego ditshwanelo,2
thuto e sentle thata,2
Re tlhaelo ka thuto,0
tokololo e teng,1
Batho ba kgotso lekgotla,2
polotiki o kae,1
Batho ba maswe tonakgolo,0
Batho ba boitumelo polotiki,2
Batho ba bua ka ikonomi,1
Ke botoka tokololo,2
Re itse tokololo,1
Re boferefere ka ikonomi,0
Batho ba bua ka dikgethololo,1
Batho ba bua ka thuto,1
kgethololo o dira siame,2
Ke tlhaelo polotiki,0
lekgotla e kgotso thata,2
tshiamelo e kgotso thata,2
Re thabo ka ikonomi,2
Ke pabalesego polotiki,2
boeteledipele o kae,1
Re itse setšhaba,1
Ke tlhong thulaganyo,0
Ke bona ditshwanelo,1
palamente o dira sentle,2
molao e boitumelo thata,2
tokololo e rata thata,2
Ke bona mmuso,1
Ke tlhong tokololo,0
Re boitumelo ka puso,2
Re maswe ka polotiki,0
lekgotla o dira kgotso,2
Ke boammaaruri setšhaba,2
thuto o kae,1
Re boammaaruri ka tokololo,2
thulaganyo o dira rata,2
Ke pabalesego puso,2
Batho ba bua ka kgethololo,1
Batho ba kgatelelo modulasetilo,0
Ke tlhokafalo puso,0
thuto o dira tlhokafalo,0
puso o kae,1
Batho ba bua ka molao,1
Re itse boitekanelo,1
polotiki o dira bosula,0
Re maswe ka batho,0
Batho ba maswe batho,0
ikonomi e sentle thata,2
Re itse tshiamelo,1
Ke kutlwelobotlhoko ditshwanelo,0
Batho ba kgalefo puso,0
Ke tlhaelo tokololo,0
Ke boikepo boeteledipele,0
Ke bona setšhaba,1
lekgotla o kae,1
mmuso o kae,1
Ke kagiso tshiamelo,2
Batho ba botoka puso,2
thuto e boikepo thata,0
Re rata ka ditshwanelo,2
lekgotla o dira boammaaruri,2
Re kagiso ka ikonomi,2
Ke molemo lekgotla,2
tokololo e boferefere thata,0
Batho ba mathata modulasetilo,0
boeteledipele o dira tshiamo,2
Batho ba bua ka dikgethololo,1
setšhaba o kae,1
Ke kutlwelobotlhoko molao,0
mmuso o dira botoka,2
Re tlhong ka thuto,0
ikonomi o dira siame,2
Re kutlwelobotlhoko ka thuto,2
Re monate ka boeteledipele,2
Batho ba dikgwetlho batho,0
ikonomi e tlhong thata,0
palamente o dira tshiamo,2
Re boferefere ka ditshwanelo,0
Ke tlhokafalo setšhaba,0
Batho ba tlhaelo tshiamelo,0
Ke itumelela tonakgolo,2
Ke bona batho,1
Re pabalesego ka boitekanelo,2
setšhaba o kae,1
Batho ba bua ka thulaganyo,1
Ke molemo setšhaba,2
thuto e teng,1
Ke dikgwetlho boeteledipele,0
tonakgolo o kae,1
Ke bona ikonomi,1
Batho ba kgotso kgethololo,2
ditshwanelo e sentle thata,2
setšhaba o dira kutlwelobotlhoko,0
batho e kgalefo thata,0
Re boitumelo ka lekgotla,2
thulaganyo o kae,1
Batho ba botlhoko thuto,0
thulaganyo e bogale thata,0
Re itse tokololo,1
Re tlhong ka tshiamelo,0
Re dikgwetlho ka mmuso,0
boitekanelo e tlhong thata,0
tonakgolo e hutsafala thata,0
tshiamelo e teng,1
Re tlhokafalo ka tonakgolo,0
boeteledipele o kae,1
tshiamelo o dira thabo,2
setšhaba e teng,1
polotiki e siame thata,2
boeteledipele o kae,1
Batho ba kgalefo polotiki,0
Ke tlhokafalo batho,0
Re dikgwetlho ka molao,0
Ke rata ikonomi,2
Ke kgalefo modulasetilo,0
mmuso e tlhaelo thata,0
kgethololo o kae,1
Re itse ditshwanelo,1
Ke maswe thuto,0
Ke bona setšhaba,1
Re itse tshiamelo,1
tshiamelo e bosula thata,0
boeteledipele e teng,1
Ke tlhong palamente,0
Batho ba kagiso batho,2
Re tlhokafalo ka boitekanelo,0
Batho ba bua ka puso,1
Batho ba bua ka batho,1
Batho ba kgotso ditshwanelo,2
tokololo e itumelela thata,2
thuto e sentle thata,2
Re itse ditshwanelo,1
tokololo e kgalefo thata,0
Re kagiso ka mmuso,2
boeteledipele e boferefere thata,0
Ke tshiamo mmuso,2
Re sentle ka modulasetilo,2
Ke botlhoko modulasetilo,0
Ke bona molao,1
setšhaba e teng,1
ditshwanelo o kae,1
molao e kgotso thata,2
Ke kgotso modulasetilo,2
Batho ba bua ka palamente,1
boitekanelo o kae,1
Re kgatelelo ka thulaganyo,0
Ke tlhong polotiki,0
Ke dikgwetlho thuto,0
Batho ba kgalefo dikgethololo,0
Batho ba tlhong ditshwanelo,0
Batho ba boikepo lekgotla,0
lekgotla o dira boferefere,0
puso e kgalefo thata,0
molao e teng,1
dikgethololo o dira siame,2
Re maswe ka lekgotla,0
Re tlhong ka tokololo,0
Re bogale ka batho,0
Batho ba itumelela tshiamelo,2
Batho ba bua ka thuto,1
tonakgolo e bosula thata,0
Batho ba bua ka thuto,1
modulasetilo o dira boferefere,0
tonakgolo e teng,1
tshiamelo o dira kagiso,2
Batho ba bua ka setšhaba,1
Batho ba kgatelelo tonakgolo,0
boeteledipele o dira siame,2
Ke monate batho,2
Re boammaaruri ka molao,2
thulaganyo o dira dikgwetlho,0
batho o dira rata,2
tonakgolo o dira tlhokafalo,0
thuto e mathata thata,0
modulasetilo e monate thata,2
molao e teng,1
kgethololo e teng,1
modulasetilo e bogale thata,0
Re rata ka thulaganyo,2
tokololo o dira monate,2
boitekanelo o dira tlhaelo,0
Batho ba bua ka molao,1
Batho ba itumelela thulaganyo,2
Ke botoka palamente,2
boeteledipele o dira botlhoko,0
batho o kae,1
Ke botoka puso,2
Ke tlhaelo ikonomi,0
ditshwanelo e botoka thata,2
Re boitumelo ka thuto,2
boeteledipele o kae,1
Ke bona molao,1
modulasetilo o kae,1
Ke bona kgethololo,1
Batho ba mathata ikonomi,0
Ke bona molao,1
ditshwanelo o dira bogale,0
Batho ba mathata molao,0
puso e tlhaelo thata,0
Ke kgatelelo tshiamelo,0
ikonomi o dira molemo,2
Re botoka ka tonakgolo,2
Re rata ka boitekanelo,2
boitekanelo e kgotla thata,2
Re tlhong ka setšhaba,0
Re rata ka dikgethololo,2
Batho ba sentle molao,2
thuto o dira monate,2
palamente e tlhokafalo thata,0
Re tlhokafalo ka kgethololo,0
modulasetilo e teng,1
polotiki e bosula thata,0
Re molemo ka tonakgolo,2
thuto e pabalesego thata,2
polotiki o kae,1
boeteledipele o kae,1
boeteledipele e teng,1
Re thabo ka polotiki,2
Batho ba bua ka modulasetilo,1
Ke tlhaelo thuto,0
Ke kgotso setšhaba,2
Ke botoka setšhaba,2
Re boferefere ka tshiamelo,0
Batho ba bua ka batho,1
puso o dira tshiamo,2
thuto o dira kgotla,2
mmuso e sentle thata,2
mmuso e teng,1
thulaganyo o dira sentle,2
kgethololo o dira kgatelelo,0
Batho ba bua ka mmuso,1
Ke bona ditshwanelo,1
setšhaba e teng,1
Re itse lekgotla,1
setšhaba e hutsafala thata,0
Ke bona puso,1
Ke boammaaruri polotiki,2
Ke bosula lekgotla,0
kgethololo o dira sentle,2
Re boikepo ka polotiki,0
molao e tlhaelo thata,0
tonakgolo o dira kgalefo,0
Batho ba monate lekgotla,2
Batho ba maswe ditshwanelo,0
Re hutsafala ka boeteledipele,0
thuto e hutsafala thata,0
Re boferefere ka tonakgolo,0
Batho ba tlhaelo lekgotla,0
modulasetilo o dira hutsafala,0
Batho ba tlhong boitekanelo,0
ikonomi e teng,1
Re itse tokololo,1
thuto o dira kgotla,2
Ke bogale kgethololo,0
ikonomi e teng,1
tshiamelo o kae,1
Batho ba itumelela setšhaba,2
modulasetilo e monate thata,2
Re botlhoko ka ditshwanelo,0
palamente e mathata thata,0
Batho ba bua ka kgethololo,1
Batho ba kutlwelobotlhoko tonakgolo,0
Ke bona tonakgolo,1
Re sentle ka puso,2
batho e teng,1
batho o kae,1
Re tlhong ka modulasetilo,0
Batho ba bua ka batho,1
mmuso e tlhokafalo thata,0
Ke hutsafala palamente,0
Batho ba bua ka dikgethololo,1
Batho ba bosula kgethololo,0
Ke hutsafala ikonomi,0
tshiamelo o kae,1
Re pabalesego ka modulasetilo,2
Batho ba kgalefo dikgethololo,0
Batho ba hutsafala tshiamelo,0
boitekanelo o dira rata,2
palamente o kae,1
Ke bona tokololo,1
mmuso o dira sentle,2
Ke botoka mmuso,2
tonakgolo e boikepo thata,0
Ke mathata tokololo,0
Batho ba maswe molao,0
tokololo o kae,1
thuto e teng,1
Ke hutsafala boitekanelo,0
Re kgatelelo ka palamente,0
mmuso e teng,1
Ke itumelela molao,2
Ke kgotla modulasetilo,2
thuto e tlhokafalo thata,0
tshiamelo o kae,1
Ke thabo modulasetilo,2
tokololo e kgotla thata,2
Re dikgwetlho ka polotiki,0
Re tlhaelo ka setšhaba,0
boeteledipele e botlhoko thata,0
Batho ba mathata thuto,0
Batho ba botlhoko polotiki,0
Re tlhaelo ka thuto,0
Re siame ka dikgethololo,2
Re botlhoko ka tshiamelo,0
batho e bogale thata,0
Ke bona batho,1
thuto e teng,1
Batho ba boitumelo polotiki,2
Batho ba kgotso molao,2
ditshwanelo o dira mathata,0
tokololo e maswe thata,0
tokololo e teng,1
thulaganyo e itumelela thata,2
Ke bona batho,1
batho e teng,1
Ke bona kgethololo,1
Re thabo ka molao,2
thuto o kae,1
Ke kutlwelobotlhoko palamente,0
