text,label
Ke kutlwelobotlhoko palamente,2
boitekanelo o dira boferefere,0
tokololo o dira tlhaelo,0
ditshwanelo o dira kutlwelobotlhoko,2
Batho ba tlhokafalo boitekanelo,0
ikonomi o dira kutlwelobotlhoko,2
Ke kagiso molao,2
lekgotla e itumelela thata,2
Re rata ka thulaganyo,2
setšhaba o dira boammaaruri,2
Batho ba bua ka mmuso,1
tshiamelo e teng,1
Batho ba boitumelo dikgethololo,2
tshiamelo e tlhaelo thata,0
polotiki e molemo thata,2
Re itse boeteledipele,1
Re itse puso,1
polotiki e bogale thata,0
Re itse modulasetilo,1
polotiki e sentle thata,2
modulasetilo o dira tlhong,0
tokololo e teng,1
molao e tlhokafalo thata,0
Ke bona thulaganyo,1
Re itse thuto,1
boeteledipele o dira tlhong,0
kgethololo o dira kgalefo,0
Re pabalesego ka boeteledipele,2
Ke bona setšhaba,1
Batho ba boferefere puso,0
thuto o dira kgotso,2
Re thabo ka molao,2
tokololo e teng,1
Batho ba boitumelo tonakgolo,2
batho e lapile thata,0
Batho ba bua ka batho,1
setšhaba e bosula thata,0
tokololo o dira kagiso,2
Batho ba botlhoko thuto,0
polotiki e teng,1
Batho ba bua ka dikgethololo,1
Batho ba bua ka thulaganyo,1
Re boammaaruri ka palamente,2
Batho ba bua ka tshiamelo,1
tokololo o dira bogale,0
Re hutsafala ka kgethololo,0
Batho ba kutlwelobotlhoko thuto,2
tshiamelo e teng,1
Batho ba bua ka thuto,1
molao e kagiso thata,2
Ke bona dikgethololo,1
Re boitumelo ka setšhaba,2
Ke sentle ditshwanelo,2
ditshwanelo e kgotso thata,2
Re monate ka ikonomi,2
dikgethololo o kae,1
mmuso e teng,1
Re mathata ka palamente,0
Ke bona lekgotla,1
Ke bona setšhaba,1
thuto o dira siame,2
Batho ba siame dikgethololo,2
Batho ba itumelela thuto,2
Ke hutsafala ditshwanelo,0
tonakgolo e dikgwetlho thata,0
setšhaba o dira boitumelo,2
Re itse kgethololo,1
Re itse puso,1
mmuso e siame thata,2
Re itse boeteledipele,1
ditshwanelo e boikepo thata,0
polotiki o kae,1
thulaganyo e kagiso thata,2
boitekanelo e molemo thata,2
Batho ba lapile tokololo,0
Ke kgotso palamente,2
Re itse puso,1
kgethololo o dira tlhokafalo,0
Batho ba bosula palamente,0
tshiamelo e kutlwelobotlhoko thata,2
batho e teng,1
Re itse dikgethololo,1
ikonomi e teng,1
thuto e teng,1
modulasetilo e teng,1
thuto e boammaaruri thata,2
dikgethololo e teng,1
Batho ba bua ka boitekanelo,1
lekgotla e kgotla thata,2
Re kgotso ka puso,2
tokololo e teng,1
lekgotla o kae,1
Batho ba hutsafala palamente,0
tonakgolo o kae,1
Ke botlhoko ditshwanelo,0
Ke kgotla setšhaba,2
Re itse tokololo,1
tonakgolo e kgalefo thata,0
Ke bona puso,1
Batho ba bua ka kgethololo,1
polotiki e lapile thata,0
modulasetilo o kae,1
Re bogale ka lekgotla,0
Ke tshiamo batho,2
Ke bona molao,1
Re dikgwetlho ka tokololo,0
palamente o kae,1
Re itse ditshwanelo,1
Batho ba tlhong molao,0
Batho ba bua ka kgethololo,1
Batho ba bua ka kgethololo,1
boeteledipele e tlhokafalo thata,0
Ke botoka ditshwanelo,2
lekgotla e bosula thata,0
Ke boikepo modulasetilo,0
mmuso e dikgwetlho thata,0
Ke hutsafala puso,0
thulaganyo o dira maswe,0
Re botlhoko ka dikgethololo,0
tokololo e thabo thata,2
Batho ba kutlwelobotlhoko dikgethololo,0
Batho ba bua ka tshiamelo,1
Ke kgotla boitekanelo,2
tshiamelo o kae,1
Ke kutlwelobotlhoko boitekanelo,2
molao e rata thata,2
tokololo o dira sentle,2
Batho ba bogale batho,0
Re itse setšhaba,1
Re sentle ka ditshwanelo,2
ikonomi o dira itumelela,2
Re boammaaruri ka thuto,2
palamente e siame thata,2
Batho ba bua ka puso,1
batho o dira maswe,0
Ke rata modulasetilo,2
Re tlhaelo ka ikonomi,0
Ke boikepo ikonomi,0
thuto e teng,1
Batho ba siame tonakgolo,2
tshiamelo e kgalefo thata,0
Batho ba mathata ikonomi,0
boitekanelo e thabo thata,2
Ke sentle ditshwanelo,2
Batho ba bua ka tokololo,1
Ke kgotso tokololo,2
